Year,County FIPS Code,Name,"Poverty Estimate, All Ages","Poverty Percent, All Ages","Poverty Estimate, Age 0-17","Poverty Percent, Age 0-17","Poverty Estimate, Age 5-17 in Families","Poverty Percent, Age 5-17 in Families",Median Household Income
2009,031,Kings County,"24,546",19.5,"10,256",25.3,"6,181",22.5,"44,102"
2009,033,Lake County,"14,185",22.1,"4,318",30.7,"2,920",28.2,"36,895"
2009,035,Lassen County,"4,538",18.2,"1,153",18.4,769,16.4,"46,377"
2009,037,Los Angeles County,"1,552,196",16.0,"561,661",22.8,"374,513",21.6,"54,375"
2009,039,Madera County,"28,710",20.6,"13,030",30.4,"8,843",29.4,"42,769"
2009,041,Marin County,"17,647",7.3,"4,296",8.5,"2,834",7.8,"86,658"
2009,043,Mariposa County,"2,364",13.5,659,21.2,446,18.7,"42,775"
2009,045,Mendocino County,"14,864",17.5,"4,885",26.1,"3,196",24.6,"41,488"
2009,047,Merced County,"59,349",24.6,"26,559",34.4,"17,627",32.3,"39,922"
2009,049,Modoc County,"1,673",19.0,541,30.4,365,27.7,"34,290"
2009,051,Mono County,"1,488",11.7,349,14.4,227,14.0,"53,973"
2009,053,Monterey County,"67,288",17.2,"26,723",24.2,"17,441",23.6,"57,647"
2009,055,Napa County,"11,187",8.6,"3,813",12.3,"2,466",11.1,"66,970"
2009,057,Nevada County,"9,819",10.1,"2,704",14.8,"1,776",12.8,"57,250"
2009,059,Orange County,"318,173",10.7,"112,156",15.1,"70,396",13.3,"71,735"
2009,061,Placer County,"25,053",7.2,"7,743",9.4,"5,094",8.3,"70,751"
2009,063,Plumas County,"2,453",12.3,695,19.5,455,17.0,"42,684"
2009,065,Riverside County,"290,003",13.9,"114,807",19.0,"76,831",17.6,"55,151"
2009,067,Sacramento County,"210,786",15.3,"76,716",21.6,"52,102",20.9,"52,502"
2009,069,San Benito County,"7,573",13.9,"2,960",18.9,"1,843",16.3,"61,281"
2009,071,San Bernardino County,"335,321",17.0,"139,488",23.6,"90,635",21.3,"52,137"
2009,073,San Diego County,"372,782",12.5,"122,455",16.8,"82,241",16.4,"60,103"
2009,077,San Joaquin County,"103,777",15.7,"41,045",20.7,"27,242",19.3,"52,201"
2009,079,San Luis Obispo County,"33,198",13.2,"7,088",14.4,"4,658",13.2,"55,638"
2009,081,San Mateo County,"54,268",7.6,"15,056",9.5,"9,133",8.4,"84,678"
2009,083,Santa Barbara County,"58,700",15.0,"18,758",19.7,"11,593",18.0,"58,555"
2009,085,Santa Clara County,"159,677",9.1,"48,183",11.2,"31,189",10.5,"84,990"
2009,087,Santa Cruz County,"34,268",13.9,"9,077",16.6,"5,708",15.3,"60,816"
2009,089,Shasta County,"27,614",15.5,"9,275",22.8,"6,078",20.6,"42,552"
2009,091,Sierra County,411,13.1,112,19.9,75,16.9,"41,788"
2009,093,Siskiyou County,"7,083",16.1,"2,433",26.5,"1,557",23.7,"39,218"
2009,095,Solano County,"42,135",10.7,"14,917",14.8,"9,392",13.0,"65,079"
2009,097,Sonoma County,"44,093",9.5,"12,445",12.2,"7,715",10.6,"61,985"
2009,099,Stanislaus County,"85,583",17.0,"33,199",22.7,"21,304",20.4,"48,550"
2009,101,Sutter County,"13,511",14.8,"5,585",22.1,"3,610",20.3,"48,073"
2009,103,Tehama County,"11,360",18.9,"4,256",28.4,"2,751",25.4,"38,179"
2009,105,Trinity County,"2,529",18.2,755,31.2,510,28.3,"33,546"
2009,107,Tulare County,"97,542",23.0,"45,909",33.0,"29,789",30.7,"39,876"
2009,109,Tuolumne County,"7,196",14.2,"1,901",20.3,"1,253",18.1,"48,027"
2009,111,Ventura County,"83,323",10.5,"30,097",14.6,"19,587",13.4,"71,246"
2009,113,Yolo County,"30,043",15.7,"7,007",15.5,"4,418",13.7,"56,120"
2009,115,Yuba County,"13,986",19.5,"5,807",28.0,"3,716",26.0,"40,947"
2010,001,Alameda County,"200,273",13.5,"57,722",17.2,"40,580",17.0,"66,937"
2010,003,Alpine County,196,16.9,77,29.2,51,26.7,"44,241"
2010,005,Amador County,"4,286",12.8,"1,039",17.0,701,14.9,"49,516"
2010,007,Butte County,"43,392",20.1,"11,339",25.1,"7,528",22.9,"41,168"
2010,009,Calaveras County,"4,996",11.1,"1,573",18.3,"1,077",16.3,"50,745"
2010,011,Colusa County,"3,161",14.9,"1,453",22.9,955,21.2,"44,981"
2010,013,Contra Costa County,"97,544",9.3,"32,851",12.7,"21,460",11.2,"73,678"
2010,015,Del Norte County,"5,824",23.5,"1,830",30.6,"1,191",27.8,"35,438"
2010,017,El Dorado County,"16,825",9.4,"4,717",11.6,"3,204",10.3,"65,201"
2010,019,Fresno County,"245,330",26.8,"104,798",38.2,"70,841",36.2,"44,869"
2010,021,Glenn County,"4,890",17.6,"1,992",25.6,"1,344",24.0,"40,859"
2010,023,Humboldt County,"23,752",18.0,"5,820",22.0,"3,912",21.0,"38,254"
2010,025,Imperial County,"36,666",22.3,"16,157",31.8,"11,318",30.4,"39,261"
2010,027,Inyo County,"2,535",13.9,793,20.5,513,18.3,"44,507"
2010,029,Kern County,"172,531",21.4,"76,107",30.3,"50,901",28.6,"45,045"
2010,031,Kings County,"29,606",22.5,"12,484",29.7,"8,185",28.0,"44,020"
2010,033,Lake County,"13,438",21.0,"3,969",29.8,"2,635",27.2,"35,914"
2010,035,Lassen County,"4,198",16.8,"1,144",18.7,766,17.0,"50,093"
2010,037,Los Angeles County,"1,699,264",17.6,"578,160",24.5,"407,450",23.7,"52,595"
2010,039,Madera County,"30,912",21.7,"13,394",31.7,"8,491",28.1,"43,596"
2010,041,Marin County,"22,456",9.2,"5,609",10.9,"3,750",9.9,"82,383"
2010,043,Mariposa County,"2,665",14.8,718,22.3,495,20.3,"42,222"
2010,045,Mendocino County,"16,976",19.6,"5,402",28.6,"3,561",26.2,"40,339"
2010,047,Merced County,"58,212",23.1,"25,055",31.4,"16,834",29.2,"41,730"
2010,049,Modoc County,"2,061",21.9,664,32.5,434,29.1,"34,579"
2010,051,Mono County,"1,530",10.8,448,15.0,302,14.6,"52,768"
2010,053,Monterey County,"68,031",17.1,"28,298",25.9,"19,230",25.0,"53,735"
2010,055,Napa County,"14,189",10.7,"4,563",14.7,"3,037",13.3,"62,893"
2010,057,Nevada County,"11,456",11.7,"3,235",17.3,"2,197",15.4,"54,154"
2010,059,Orange County,"363,924",12.2,"118,904",16.4,"83,620",15.7,"70,727"
2010,061,Placer County,"31,489",9.1,"9,054",10.7,"6,389",10.1,"68,330"
2010,063,Plumas County,"3,012",15.3,783,22.3,530,20.2,"41,421"
2010,065,Riverside County,"354,768",16.4,"143,511",23.4,"99,016",22.0,"53,981"
2010,067,Sacramento County,"234,470",16.7,"84,466",23.6,"57,656",22.4,"52,655"
2010,069,San Benito County,"7,010",12.7,"2,777",17.4,"1,941",16.4,"58,194"
2010,071,San Bernardino County,"362,099",18.1,"144,956",24.7,"98,047",22.9,"52,270"
2010,073,San Diego County,"445,556",14.8,"136,770",19.1,"94,299",18.4,"59,759"
2010,077,San Joaquin County,"128,331",19.0,"51,509",26.0,"35,230",24.5,"49,742"
2010,079,San Luis Obispo County,"36,179",14.3,"7,527",15.1,"5,228",14.3,"53,620"
2010,081,San Mateo County,"49,908",7.0,"13,301",8.5,"8,510",7.7,"82,413"
2010,083,Santa Barbara County,"72,112",17.7,"20,762",21.7,"13,360",19.5,"56,243"
2010,085,Santa Clara County,"186,051",10.6,"56,661",13.3,"38,002",12.6,"84,627"
2010,087,Santa Cruz County,"36,174",14.2,"10,308",19.0,"7,112",18.1,"60,247"
2010,089,Shasta County,"31,766",18.2,"9,769",25.4,"6,522",23.1,"41,058"
2010,091,Sierra County,427,13.4,103,18.9,72,18.0,"42,800"
2010,093,Siskiyou County,"9,558",21.5,"2,795",30.7,"1,845",27.8,"36,001"
2010,095,Solano County,"49,159",12.2,"17,893",17.9,"10,740",14.7,"62,948"
2010,097,Sonoma County,"60,909",12.8,"15,489",14.8,"10,026",13.1,"58,703"
2010,099,Stanislaus County,"100,554",19.7,"40,861",28.2,"28,151",26.8,"47,442"
2010,101,Sutter County,"15,780",16.8,"6,056",23.5,"4,072",21.8,"46,188"
2010,103,Tehama County,"12,810",20.4,"4,916",31.1,"3,384",29.7,"38,188"
2010,105,Trinity County,"2,494",18.4,766,31.3,530,29.2,"35,207"
2010,107,Tulare County,"108,143",24.6,"47,902",33.6,"32,699",32.2,"42,377"
2010,109,Tuolumne County,"7,720",15.2,"2,011",21.5,"1,323",18.8,"44,751"
2010,111,Ventura County,"89,880",11.0,"31,691",15.3,"21,692",14.2,"71,418"
2010,113,Yolo County,"31,942",16.4,"8,530",18.9,"5,666",17.4,"54,433"
2010,115,Yuba County,"14,708",20.7,"5,847",28.2,"3,820",26.4,"41,045"
2011,001,Alameda County,"198,382",13.2,"56,573",16.8,"37,420",15.6,"67,295"
2011,003,Alpine County,191,17.4,61,29.3,40,25.3,"46,706"
2011,005,Amador County,"4,670",14.0,"1,155",19.3,757,16.5,"51,553"
2011,007,Butte County,"48,784",22.6,"12,426",28.0,"8,259",25.6,"39,208"
2011,009,Calaveras County,"5,563",12.5,"1,701",20.4,"1,135",17.7,"50,599"
2011,011,Colusa County,"2,825",13.2,"1,229",19.5,829,18.5,"47,469"
2011,013,Contra Costa County,"125,467",11.9,"37,692",14.6,"26,726",14.0,"74,241"
2011,015,Del Norte County,"6,300",25.4,"1,989",33.7,"1,329",31.6,"35,598"
2011,017,El Dorado County,"18,496",10.3,"5,309",13.4,"3,697",12.1,"61,970"
2011,019,Fresno County,"238,977",25.8,"97,470",35.4,"64,551",33.0,"42,572"
2011,021,Glenn County,"5,326",19.2,"2,050",26.6,"1,378",24.9,"40,221"
2011,023,Humboldt County,"27,780",21.1,"6,797",26.3,"4,393",24.1,"39,526"
2011,025,Imperial County,"43,259",26.0,"16,795",33.2,"11,003",30.0,"36,898"
2011,027,Inyo County,"2,304",12.7,791,20.4,544,19.5,"44,928"
2011,029,Kern County,"200,571",24.6,"87,025",34.6,"59,585",33.5,"44,903"
2011,031,Kings County,"27,949",21.2,"12,386",29.5,"8,011",27.5,"48,319"
2011,033,Lake County,"14,587",23.0,"4,399",33.8,"2,952",31.2,"35,882"
2011,035,Lassen County,"4,716",19.3,"1,128",19.3,742,17.4,"47,938"
2011,037,Los Angeles County,"1,788,681",18.4,"606,778",25.9,"426,432",25.1,"52,239"
2011,039,Madera County,"33,965",23.6,"14,213",33.5,"9,287",30.5,"44,795"
2011,041,Marin County,"23,236",9.4,"5,618",10.8,"3,843",10.1,"78,470"
2011,043,Mariposa County,"2,818",15.7,767,24.3,531,22.3,"42,175"
2011,045,Mendocino County,"17,387",20.2,"5,931",31.4,"3,928",29.0,"41,236"
2011,047,Merced County,"68,371",26.8,"28,605",35.8,"20,648",35.7,"40,016"
2011,049,Modoc County,"1,990",21.5,635,32.3,421,28.8,"34,654"
2011,051,Mono County,"1,539",10.8,487,16.2,330,15.6,"48,758"
2011,053,Monterey County,"69,113",17.1,"27,097",24.5,"17,817",23.0,"52,746"
2011,055,Napa County,"16,093",12.0,"5,150",16.6,"3,393",14.8,"61,179"
2011,057,Nevada County,"11,850",12.1,"3,170",17.4,"2,117",15.3,"53,833"
2011,059,Orange County,"391,460",13.0,"129,549",17.9,"87,837",16.5,"72,046"
2011,061,Placer County,"29,985",8.5,"8,387",9.9,"5,578",8.7,"69,581"
2011,063,Plumas County,"2,875",14.8,753,21.9,501,19.8,"44,923"
2011,065,Riverside County,"371,930",16.9,"141,314",23.0,"99,731",22.1,"52,491"
2011,067,Sacramento County,"250,842",17.7,"89,099",24.9,"59,257",23.1,"52,236"
2011,069,San Benito County,"6,909",12.4,"2,768",17.6,"1,867",15.9,"62,618"
2011,071,San Bernardino County,"391,911",19.4,"152,754",26.2,"104,700",24.6,"51,017"
2011,073,San Diego County,"462,997",15.2,"137,647",19.2,"93,841",18.4,"59,290"
2011,077,San Joaquin County,"124,573",18.2,"49,527",25.0,"32,873",22.8,"50,376"
2011,079,San Luis Obispo County,"38,626",15.1,"8,594",17.5,"5,977",16.7,"53,877"
2011,081,San Mateo County,"56,676",7.9,"15,751",10.0,"10,501",9.4,"81,378"
2011,083,Santa Barbara County,"63,212",15.4,"19,904",21.1,"14,057",20.9,"59,494"
2011,085,Santa Clara County,"190,005",10.7,"53,621",12.6,"36,750",12.1,"84,741"
2011,087,Santa Cruz County,"37,962",14.9,"9,941",18.5,"6,668",17.2,"61,228"
2011,089,Shasta County,"34,031",19.4,"9,651",25.3,"6,403",22.9,"41,796"
2011,091,Sierra County,418,13.6,99,19.8,67,17.7,"45,060"
2011,093,Siskiyou County,"10,730",24.4,"2,835",31.6,"1,864",28.4,"35,175"
2011,095,Solano County,"54,912",13.6,"18,147",18.4,"11,500",15.9,"63,090"
2011,097,Sonoma County,"58,394",12.2,"16,590",15.9,"10,661",14.0,"60,792"
2011,099,Stanislaus County,"119,325",23.3,"45,615",31.6,"30,382",29.0,"44,287"
2011,101,Sutter County,"14,831",15.8,"6,248",24.5,"4,033",21.9,"48,749"
2011,103,Tehama County,"12,244",19.5,"4,288",27.6,"2,851",25.4,"37,297"
2011,105,Trinity County,"2,881",21.4,798,33.3,547,30.4,"33,163"
2011,107,Tulare County,"113,766",25.6,"48,335",33.7,"33,555",32.9,"40,599"
2011,109,Tuolumne County,"8,420",16.6,"2,238",24.3,"1,532",22.2,"43,530"
2011,111,Ventura County,"94,625",11.5,"33,696",16.4,"22,989",15.2,"74,019"
2011,113,Yolo County,"41,756",21.3,"8,951",20.5,"6,175",19.6,"50,174"
2011,115,Yuba County,"13,982",19.6,"5,565",27.0,"3,975",27.5,"43,299"
2012,001,Alameda County,"200,101",13.1,"58,641",17.3,"39,621",16.4,"70,209"
2012,003,Alpine County,217,19.3,66,29.1,44,23.5,"46,336"
2012,005,Amador County,"4,425",13.3,"1,084",18.5,746,16.7,"51,388"
2012,007,Butte County,"47,341",21.8,"12,092",27.1,"8,355",25.8,"40,748"
2012,009,Calaveras County,"6,249",14.1,"1,686",20.9,"1,157",18.5,"50,962"
2012,011,Colusa County,"2,835",13.4,"1,254",20.2,849,19.2,"49,871"
2012,013,Contra Costa County,"118,696",11.1,"37,201",14.5,"25,542",13.4,"74,208"
2012,015,Del Norte County,"5,979",24.2,"1,884",32.4,"1,303",31.2,"37,305"
2012,017,El Dorado County,"16,708",9.3,"4,724",12.2,"3,239",10.8,"68,446"
2012,019,Fresno County,"263,134",28.2,"110,042",40.1,"73,164",37.5,"41,563"
2012,021,Glenn County,"4,777",17.3,"2,010",26.3,"1,385",25.3,"41,201"
2012,023,Humboldt County,"28,883",22.0,"7,067",27.2,"4,704",25.5,"39,837"
2012,025,Imperial County,"38,189",22.8,"16,597",33.0,"11,650",32.4,"38,185"
2012,027,Inyo County,"2,139",11.8,741,19.2,507,18.5,"45,748"
2012,029,Kern County,"195,433",23.7,"84,192",33.3,"57,979",32.4,"45,599"
2012,031,Kings County,"28,388",21.5,"11,586",27.9,"7,710",26.7,"45,464"
2012,033,Lake County,"15,790",25.1,"4,087",31.5,"2,882",30.8,"35,437"
2012,035,Lassen County,"5,405",22.4,"1,270",22.4,814,19.7,"47,480"
2012,037,Los Angeles County,"1,873,522",19.1,"633,448",27.3,"442,490",26.4,"52,929"
2012,039,Madera County,"33,785",23.3,"14,991",35.4,"9,730",32.0,"42,054"
2012,041,Marin County,"21,058",8.5,"5,377",10.3,"3,681",9.5,"88,654"
2012,043,Mariposa County,"3,260",18.4,766,25.1,537,23.7,"43,166"
2012,045,Mendocino County,"18,375",21.3,"5,900",31.4,"4,294",31.9,"41,088"
2012,047,Merced County,"62,055",24.2,"28,282",35.6,"20,391",35.4,"42,552"
2012,049,Modoc County,"1,772",19.6,593,31.3,404,28.4,"36,724"
2012,051,Mono County,"1,626",11.5,496,17.0,337,16.2,"53,067"
2012,053,Monterey County,"73,768",18.1,"30,270",27.1,"20,285",26.0,"56,038"
2012,055,Napa County,"13,111",9.7,"4,316",14.0,"2,889",12.7,"65,698"
2012,057,Nevada County,"11,579",11.9,"3,106",17.6,"2,107",15.7,"54,230"
2012,059,Orange County,"396,951",13.0,"130,230",18.0,"92,740",17.5,"71,866"
2012,061,Placer County,"32,697",9.1,"9,794",11.6,"6,629",10.4,"69,521"
2012,063,Plumas County,"2,833",14.9,777,23.5,526,21.6,"46,450"
2012,065,Riverside County,"398,252",17.8,"151,799",24.8,"107,604",24.0,"52,416"
2012,067,Sacramento County,"279,494",19.5,"95,891",26.8,"65,753",25.6,"52,617"
2012,069,San Benito County,"7,201",12.8,"2,827",18.1,"1,906",16.4,"60,577"
2012,071,San Bernardino County,"415,927",20.4,"162,732",28.2,"111,227",26.5,"50,603"
2012,073,San Diego County,"465,651",15.1,"142,756",19.9,"100,863",19.8,"60,235"
2012,077,San Joaquin County,"127,598",18.5,"48,563",24.5,"32,833",22.8,"50,431"
2012,079,San Luis Obispo County,"36,010",14.0,"8,239",16.7,"5,400",15.0,"58,427"
2012,081,San Mateo County,"61,857",8.4,"17,685",11.1,"11,887",10.5,"81,568"
2012,083,Santa Barbara County,"67,314",16.3,"20,168",21.2,"13,694",20.3,"60,683"
2012,085,Santa Clara County,"195,277",10.8,"54,064",12.6,"38,200",12.5,"91,195"
2012,087,Santa Cruz County,"35,647",13.9,"9,632",17.9,"6,481",16.7,"65,799"
2012,089,Shasta County,"30,171",17.1,"9,835",25.9,"6,961",25.1,"44,477"
2012,091,Sierra County,415,13.7,95,19.5,65,18.0,"45,157"
2012,093,Siskiyou County,"9,244",21.2,"2,818",32.2,"1,834",28.5,"36,597"
2012,095,Solano County,"58,170",14.2,"18,281",18.7,"11,668",16.3,"61,976"
2012,097,Sonoma County,"58,592",12.1,"15,771",15.2,"10,319",13.6,"59,855"
2012,099,Stanislaus County,"103,926",20.1,"39,172",27.3,"27,748",26.6,"46,324"
2012,101,Sutter County,"17,710",18.8,"6,099",24.1,"4,254",23.0,"46,524"
2012,103,Tehama County,"13,980",22.3,"4,876",32.0,"3,375",30.4,"38,577"
2012,105,Trinity County,"2,887",21.7,786,34.1,543,31.9,"35,162"
2012,107,Tulare County,"132,911",29.7,"58,138",40.5,"41,590",40.7,"40,197"
2012,109,Tuolumne County,"7,438",14.8,"1,865",20.8,"1,246",18.5,"46,624"
2012,111,Ventura County,"96,062",11.6,"36,174",17.7,"23,616",15.7,"71,043"
2012,113,Yolo County,"33,838",17.1,"7,829",17.6,"5,448",16.8,"51,040"
2012,115,Yuba County,"16,075",22.4,"6,243",30.6,"4,228",29.6,"41,599"
2013,001,Alameda County,"201,303",13.0,"52,179",15.4,"37,025",15.3,"72,128"
2013,003,Alpine County,227,19.7,76,31.9,48,23.8,"49,392"
2013,005,Amador County,"4,746",14.3,"1,235",22.1,841,19.8,"52,357"
2013,007,Butte County,"46,621",21.4,"11,074",25.0,"7,246",22.4,"42,395"
2013,009,Calaveras County,"6,617",15.0,"1,689",21.8,"1,194",19.8,"52,598"
2013,011,Colusa County,"2,749",13.0,"1,190",20.0,837,19.3,"48,897"
2013,013,Contra Costa County,"116,977",10.8,"34,435",13.4,"24,490",12.7,"78,909"
2013,015,Del Norte County,"5,794",23.7,"1,880",32.6,"1,241",30.1,"38,663"
2013,017,El Dorado County,"20,575",11.4,"5,285",13.8,"3,549",11.9,"63,002"
2013,019,Fresno County,"268,773",28.6,"115,339",42.0,"77,294",39.6,"43,741"
2013,021,Glenn County,"5,253",19.1,"2,131",28.5,"1,490",27.4,"42,129"
2013,023,Humboldt County,"28,159",21.5,"6,550",25.6,"4,081",22.3,"40,882"
2013,025,Imperial County,"38,067",22.7,"15,594",30.9,"11,280",31.5,"40,106"
2013,027,Inyo County,"2,839",15.7,894,23.1,594,21.6,"45,784"
2013,029,Kern County,"189,029",22.7,"77,009",30.5,"52,927",29.4,"46,688"
2013,031,Kings County,"28,877",21.8,"11,605",28.0,"8,122",27.9,"45,794"
2013,033,Lake County,"14,680",23.3,"4,272",33.7,"2,724",30.0,"36,973"
2013,035,Lassen County,"4,512",19.1,"1,095",19.9,734,18.2,"50,487"
2013,037,Los Angeles County,"1,872,964",19.0,"624,784",27.4,"439,258",26.6,"54,443"
2013,039,Madera County,"33,974",23.4,"13,563",32.2,"9,035",29.8,"41,223"
2013,041,Marin County,"21,784",8.7,"5,417",10.3,"3,661",9.2,"94,347"
2013,043,Mariposa County,"2,875",16.4,754,25.5,531,24.0,"45,251"
2013,045,Mendocino County,"17,947",20.9,"5,329",28.9,"3,721",28.2,"42,001"
2013,047,Merced County,"63,843",24.8,"26,870",34.1,"19,157",33.4,"41,003"
2013,049,Modoc County,"1,778",20.0,598,33.4,399,30.2,"37,055"
2013,051,Mono County,"1,636",11.8,524,18.7,359,17.8,"55,107"
2013,053,Monterey County,"71,922",17.5,"27,175",24.4,"18,587",23.8,"55,411"
2013,055,Napa County,"13,141",9.7,"4,207",13.7,"2,876",12.6,"68,619"
2013,057,Nevada County,"12,478",12.8,"3,072",17.8,"2,137",16.3,"55,246"
2013,059,Orange County,"416,204",13.5,"134,278",18.8,"97,643",18.6,"73,827"
2013,061,Placer County,"30,287",8.3,"8,068",9.5,"5,207",8.1,"73,643"
2013,063,Plumas County,"2,917",15.7,797,24.9,545,23.2,"47,645"
2013,065,Riverside County,"392,513",17.4,"146,552",24.2,"99,367",22.2,"53,909"
2013,067,Sacramento County,"272,592",18.9,"92,187",25.9,"62,242",24.3,"52,980"
2013,069,San Benito County,"7,260",12.7,"2,907",18.6,"2,020",17.4,"66,780"
2013,071,San Bernardino County,"392,242",19.2,"151,926",26.7,"103,355",24.9,"52,112"
2013,073,San Diego County,"476,184",15.3,"138,588",19.4,"99,017",19.5,"61,365"
2013,077,San Joaquin County,"137,451",19.8,"51,577",26.4,"35,869",25.1,"51,219"
2013,079,San Luis Obispo County,"39,140",15.0,"7,997",16.1,"5,546",15.3,"57,743"
2013,081,San Mateo County,"58,932",8.0,"15,889",10.0,"10,673",9.4,"91,061"
2013,083,Santa Barbara County,"67,725",16.2,"20,049",20.9,"13,724",20.2,"60,803"
2013,085,Santa Clara County,"191,898",10.5,"55,624",12.9,"37,118",12.0,"91,843"
2013,087,Santa Cruz County,"38,447",14.9,"10,223",18.9,"7,189",18.5,"65,282"
2013,089,Shasta County,"34,746",19.7,"10,702",28.3,"7,424",26.8,"41,236"
2013,091,Sierra County,436,14.5,100,20.4,70,19.1,"46,449"
2013,093,Siskiyou County,"8,826",20.4,"2,445",28.0,"1,702",26.5,"37,108"
2013,095,Solano County,"53,441",12.9,"17,418",17.8,"11,840",16.6,"63,398"
2013,097,Sonoma County,"60,216",12.4,"16,308",16.0,"11,209",15.0,"61,020"
2013,099,Stanislaus County,"113,074",21.8,"43,722",30.5,"30,833",29.6,"47,808"
2013,101,Sutter County,"16,288",17.2,"6,372",25.4,"4,427",23.9,"47,903"
2013,103,Tehama County,"11,148",17.9,"4,250",28.7,"2,871",26.3,"43,459"
2013,105,Trinity County,"2,914",22.1,780,34.6,554,34.0,"35,708"
2013,107,Tulare County,"133,050",29.6,"56,797",39.8,"38,091",37.3,"39,657"
2013,109,Tuolumne County,"7,307",14.6,"1,927",21.6,"1,339",20.1,"50,774"
2013,111,Ventura County,"99,227",12.0,"36,357",18.0,"23,698",15.9,"76,513"
2013,113,Yolo County,"35,367",17.8,"7,921",17.9,"5,338",16.5,"55,011"
2013,115,Yuba County,"14,876",20.6,"5,711",28.0,"3,851",27.0,"41,824"
2014,001,Alameda County,"197,984",12.5,"48,750",14.3,"33,524",13.8,"76,996"
2014,003,Alpine County,211,19.0,62,28.2,40,21.7,"53,003"
2014,005,Amador County,"4,313",12.9,"1,032",18.6,700,16.8,"54,610"
2014,007,Butte County,"48,151",21.9,"10,825",24.3,"7,829",24.2,"42,302"
2014,009,Calaveras County,"6,057",13.7,"1,577",20.6,"1,091",18.5,"53,321"
2014,011,Colusa County,"3,030",14.3,"1,176",19.9,812,18.7,"48,006"
2014,013,Contra Costa County,"115,466",10.5,"35,640",13.8,"25,628",13.3,"80,338"
2014,015,Del Norte County,"5,388",22.4,"1,743",31.0,"1,174",28.9,"41,419"
2014,017,El Dorado County,"20,715",11.4,"4,956",13.1,"3,405",11.5,"70,235"
2014,019,Fresno County,"261,387",27.5,"104,770",38.0,"71,200",36.3,"43,338"
2014,021,Glenn County,"4,723",17.1,"1,751",23.7,"1,260",23.3,"43,755"
2014,023,Humboldt County,"27,609",21.0,"6,137",23.9,"4,240",23.1,"40,581"
2014,025,Imperial County,"40,162",23.6,"15,870",31.3,"11,184",31.2,"38,737"
2014,027,Inyo County,"2,533",14.0,761,20.2,494,18.6,"49,267"
2014,029,Kern County,"206,604",24.5,"83,543",32.9,"57,763",31.9,"47,451"
2014,031,Kings County,"33,174",24.9,"13,840",33.8,"9,448",32.4,"44,490"
2014,033,Lake County,"15,387",24.3,"4,119",32.3,"2,974",32.8,"36,333"
2014,035,Lassen County,"4,473",19.4,"1,069",20.3,717,18.7,"49,995"
2014,037,Los Angeles County,"1,863,025",18.7,"605,129",26.7,"429,259",26.4,"55,686"
2014,039,Madera County,"32,542",22.3,"12,871",30.7,"8,619",28.4,"43,171"
2014,041,Marin County,"22,272",8.8,"5,357",10.1,"3,467",8.6,"94,549"
2014,043,Mariposa County,"2,830",16.2,726,25.0,518,24.3,"47,781"
2014,045,Mendocino County,"16,256",18.8,"4,924",26.2,"3,270",24.5,"42,840"
2014,047,Merced County,"64,585",24.8,"28,341",35.9,"18,269",31.8,"43,818"
2014,049,Modoc County,"1,770",20.2,544,31.3,369,28.3,"39,172"
2014,051,Mono County,"1,558",11.3,440,16.2,307,15.3,"59,181"
2014,053,Monterey County,"70,259",17.0,"28,122",25.2,"18,945",24.1,"57,428"
2014,055,Napa County,"12,317",9.0,"3,660",12.0,"2,558",11.2,"71,063"
2014,057,Nevada County,"11,193",11.4,"3,043",17.6,"2,164",16.6,"57,118"
2014,059,Orange County,"400,252",12.9,"126,952",17.9,"89,899",17.3,"76,061"
2014,061,Placer County,"30,490",8.3,"8,188",9.7,"5,108",8.0,"75,689"
2014,063,Plumas County,"2,556",14.0,679,21.6,468,20.2,"47,964"
2014,065,Riverside County,"392,706",17.1,"141,970",23.5,"100,349",22.5,"56,877"
2014,067,Sacramento County,"264,955",18.1,"84,938",23.8,"57,267",22.2,"55,803"
2014,069,San Benito County,"8,162",14.1,"3,056",19.8,"2,055",17.8,"68,166"
2014,071,San Bernardino County,"422,405",20.4,"159,554",28.2,"113,001",27.4,"51,951"
2014,073,San Diego County,"467,248",14.7,"135,884",18.9,"93,941",18.6,"66,034"
2014,077,San Joaquin County,"145,167",20.7,"53,907",27.5,"38,015",26.5,"51,527"
2014,079,San Luis Obispo County,"38,048",14.5,"7,765",15.6,"5,259",14.5,"61,775"
2014,081,San Mateo County,"56,580",7.5,"15,725",9.8,"10,911",9.5,"100,806"
2014,083,Santa Barbara County,"73,600",17.4,"21,781",22.6,"14,859",21.7,"62,116"
2014,085,Santa Clara County,"159,553",8.5,"40,118",9.3,"27,769",8.9,"97,219"
2014,087,Santa Cruz County,"42,076",16.1,"10,217",19.1,"7,149",18.6,"64,257"
2014,089,Shasta County,"26,016",14.7,"7,682",20.3,"5,411",19.7,"43,661"
2014,091,Sierra County,409,13.8,88,19.0,60,16.7,"47,293"
2014,093,Siskiyou County,"9,076",21.1,"2,646",30.3,"1,811",28.4,"38,641"
2014,095,Solano County,"51,638",12.3,"16,144",16.5,"10,742",15.0,"67,106"
2014,097,Sonoma County,"55,742",11.3,"13,770",13.6,"9,529",12.7,"66,949"
2014,099,Stanislaus County,"95,456",18.1,"34,198",23.8,"23,015",22.0,"50,917"
2014,101,Sutter County,"14,485",15.2,"5,200",20.8,"3,584",19.3,"51,827"
